ID,Age,Gender,Education,Country,Ethnicity,Neuroticism,Extraversion,Openness to experience,Agreeableness,Conscientiousness,Impulsiveness,Sensation seeking,Alcohol,Amphetamine,Amyl nitrite,Benzodiazepine,Caffeine,Cannabis,Chocolate,Cocaine,Crack,Ecstasy,Heroin,Ketamine,Legal highs,LSD,Meth,Mushrooms,Nicotine,Semeron,Volatile substance abuse
1670,35-44,Female,University degree,Australia,White,13,19,15,26,30,6,8,4,0,0,0,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0
1671,45-54,Male,University degree,UK,White,30,17,7,16,25,2,3,6,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,4,0,0
1672,55-64,Male,University degree,UK,White,30,20,28,29,15,2,5,5,0,0,0,6,1,6,0,0,0,0,0,0,0,0,0,1,0,0
1673,25-34,Female,University degree,UK,White,18,24,16,28,15,3,6,3,0,2,0,6,2,5,0,0,0,0,0,0,0,0,2,1,0,0
1674,25-34,Male,Professional certificate/ diploma,Republic of Ireland,White,14,26,26,26,29,2,5,3,3,0,0,6,4,5,0,0,4,0,0,4,3,0,2,4,0,0
1675,45-54,Male,Professional certificate/ diploma,UK,White,19,24,10,21,37,2,2,5,0,0,2,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0
1676,35-44,Male,Professional certificate/ diploma,UK,White,16,30,5,21,20,3,2,5,0,1,4,6,2,6,0,0,0,0,0,0,0,0,0,0,0,0
1677,25-34,Female,University degree,UK,White,44,7,13,30,19,1,3,3,0,0,3,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0
1678,18-24,Female,"Some college or university, no certificate or degree",USA,White,37,23,20,28,22,4,5,5,0,0,4,6,6,5,0,0,6,0,0,2,4,0,3,6,0,0
1679,45-54,Female,Professional certificate/ diploma,UK,White,21,28,8,31,31,2,1,5,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,2,0,0
1680,18-24,Female,University degree,UK,White,25,27,20,8,34,4,7,3,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0
1681,18-24,Female,University degree,UK,White,23,31,15,26,27,2,4,5,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,3,0,0
1682,45-54,Female,"Some college or university, no certificate or degree",UK,White,21,33,14,31,28,2,3,5,0,0,2,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
1683,45-54,Male,Professional certificate/ diploma,UK,White,19,26,12,18,23,3,8,5,2,2,1,6,3,4,0,0,0,0,0,0,0,3,2,2,0,0
1684,18-24,Male,"Some college or university, no certificate or degree",USA,Black,25,11,20,26,12,3,5,4,2,0,0,6,3,5,3,0,2,0,3,2,3,0,2,6,0,0
1685,25-34,Male,University degree,USA,White,29,6,23,28,26,3,10,5,2,3,5,6,3,6,0,0,0,0,0,4,2,2,3,3,0,0
1686,18-24,Female,"Some college or university, no certificate or degree",USA,Black,37,8,26,23,15,3,7,4,5,0,3,6,5,6,0,0,3,0,0,0,0,5,4,4,0,0
1687,35-44,Female,Professional certificate/ diploma,UK,White,14,27,17,27,28,3,5,6,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0
1688,25-34,Female,Professional certificate/ diploma,Canada,White,38,5,12,35,22,2,1,6,2,0,5,5,0,5,0,0,0,0,0,2,0,5,0,0,0,0
1689,25-34,Female,Masters degree,USA,White,25,29,30,26,22,5,6,6,0,0,0,6,4,5,0,0,0,0,0,3,4,0,3,0,0,0
1690,35-44,Male,"Some college or university, no certificate or degree",USA,White,34,12,14,13,24,1,4,6,1,1,2,6,3,4,1,1,1,1,1,1,1,0,1,3,0,1
1691,25-34,Male,"Some college or university, no certificate or degree",Other,White,42,10,21,32,17,4,4,3,0,0,0,6,3,3,0,0,0,0,0,1,0,0,0,6,0,3
1692,25-34,Female,Doctorate degree,UK,White,11,28,20,37,22,3,5,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1693,25-34,Female,University degree,UK,White,31,21,18,26,21,1,5,5,0,1,2,6,2,6,0,0,0,0,0,0,0,0,0,2,0,0
1694,25-34,Female,University degree,UK,White,19,28,13,32,31,1,2,5,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0
1695,45-54,Male,Masters degree,UK,White,15,21,20,21,21,7,5,6,2,0,2,6,3,5,2,0,0,0,0,0,0,0,0,6,0,0
1696,35-44,Male,Professional certificate/ diploma,UK,White,19,27,19,22,19,6,5,6,0,0,0,6,1,6,0,0,0,0,0,0,0,0,0,3,0,0
1697,18-24,Male,"Some college or university, no certificate or degree",USA,White,25,10,17,25,21,2,4,3,0,0,5,5,4,5,0,0,0,0,0,0,0,6,0,0,0,0
1698,55-64,Male,Doctorate degree,UK,White,13,23,25,15,31,3,6,6,0,0,1,6,2,4,0,0,0,0,0,0,0,0,0,6,0,0
1699,45-54,Female,University degree,UK,White,30,19,25,22,27,5,3,4,0,0,2,6,0,6,0,0,0,0,0,0,0,0,0,1,0,0
1700,25-34,Female,Masters degree,USA,White,9,28,25,22,24,3,6,6,3,0,3,6,3,0,2,0,0,0,0,2,0,4,0,4,0,2
1701,18-24,Male,"Some college or university, no certificate or degree",USA,White,37,16,32,11,9,8,7,4,3,0,4,6,4,6,2,0,2,0,0,2,0,0,2,4,0,0
1702,35-44,Female,University degree,USA,White,42,17,32,28,24,7,10,6,0,0,3,5,6,4,2,0,2,0,2,2,2,0,2,6,2,0
1703,25-34,Female,Professional certificate/ diploma,UK,White,18,26,6,25,30,2,3,5,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0
1704,18-24,Male,"Some college or university, no certificate or degree",USA,White,20,18,16,25,15,3,4,6,2,2,2,5,2,6,2,0,2,3,0,3,5,0,2,4,0,2
1705,18-24,Male,Left school at 18 years,Canada,White,28,24,20,17,17,5,6,5,5,0,3,3,6,4,3,3,3,0,0,5,3,3,4,6,0,3
1706,55-64,Male,"Some college or university, no certificate or degree",UK,White,30,10,12,18,10,5,6,4,2,1,1,6,6,4,0,0,0,0,3,2,2,2,2,6,0,1
1707,18-24,Male,University degree,UK,White,15,25,10,19,35,3,6,4,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0
1708,18-24,Female,Professional certificate/ diploma,UK,White,19,28,16,29,23,5,3,5,0,0,0,5,2,5,0,0,0,0,0,0,0,0,0,6,0,0
1709,35-44,Female,University degree,UK,White,19,29,14,25,31,4,5,5,0,0,0,6,1,5,0,0,0,0,0,0,0,0,0,1,0,0
1710,45-54,Female,University degree,UK,White,14,31,14,29,23,3,4,6,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0
1711,35-44,Female,Left school at 18 years,UK,White,16,17,25,17,26,2,5,4,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,1,0,0
1712,25-34,Female,University degree,UK,White,24,34,24,24,23,7,9,5,0,0,0,6,2,6,0,0,0,0,0,0,0,0,2,6,0,0
1713,35-44,Female,Masters degree,UK,White,16,27,14,16,26,2,5,5,2,2,2,6,2,5,2,1,2,1,1,2,1,1,1,6,0,1
1714,35-44,Female,Doctorate degree,UK,Other,5,34,20,27,38,6,5,4,1,0,0,6,4,6,1,0,1,0,0,0,0,0,1,4,0,0
1715,45-54,Female,Left school at 16 years,UK,White,23,21,8,31,33,1,2,5,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
1716,45-54,Male,Professional certificate/ diploma,UK,White,36,26,24,18,30,2,5,1,0,0,2,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0
1717,45-54,Male,Masters degree,UK,White,22,28,16,18,17,3,4,5,0,1,0,6,1,5,0,0,0,0,0,0,0,0,0,1,0,0
1718,35-44,Female,Masters degree,UK,Other,28,17,27,28,28,2,5,5,0,0,0,6,1,5,0,0,0,0,0,0,0,0,0,1,0,0
1719,45-54,Male,Professional certificate/ diploma,UK,White,13,25,17,17,25,3,4,5,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,2,0,0
1720,25-34,Female,University degree,UK,White,24,20,20,29,13,2,6,5,0,1,0,5,1,6,0,0,0,0,0,0,0,0,0,0,0,0
1721,25-34,Female,University degree,UK,White,28,30,12,37,32,1,1,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
1722,25-34,Female,Left school at 18 years,UK,White,19,24,2,27,31,5,3,5,0,0,0,6,1,6,0,0,0,0,0,0,0,0,0,1,0,0
1723,45-54,Male,University degree,UK,White,23,30,25,29,35,7,8,6,2,0,0,3,1,6,0,0,0,0,0,0,0,0,0,0,0,0
1724,55-64,Male,Professional certificate/ diploma,UK,White,7,22,10,27,27,3,3,6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,1,0,0
1725,45-54,Female,Professional certificate/ diploma,UK,White,12,24,16,25,28,1,3,5,0,0,0,6,1,4,0,0,0,0,0,0,0,0,0,1,0,0
1726,25-34,Female,Left school at 16 years,UK,White,13,14,4,34,28,0,0,3,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0
1727,25-34,Female,Masters degree,UK,White,25,25,24,18,20,0,3,5,1,1,0,5,2,6,0,0,0,0,0,2,0,0,1,4,0,0
1728,18-24,Female,Left school at 16 years,UK,White,9,25,7,34,29,3,2,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0
1729,45-54,Male,Masters degree,UK,White,16,16,17,20,21,3,4,6,0,0,0,6,1,6,0,0,0,0,0,0,0,0,0,1,0,0
1730,18-24,Male,"Some college or university, no certificate or degree",Other,White,6,29,20,24,34,0,5,4,0,3,2,6,5,6,0,0,4,0,0,2,0,0,0,3,0,0
1731,25-34,Female,"Some college or university, no certificate or degree",UK,White,30,13,15,23,18,3,8,6,2,2,3,6,3,5,0,0,2,0,0,0,0,0,0,6,0,0
1732,45-54,Male,Masters degree,UK,White,20,21,22,22,25,3,5,5,1,0,1,6,3,5,0,0,0,0,1,2,1,0,2,6,0,0
1733,25-34,Male,Professional certificate/ diploma,UK,White,28,17,14,15,32,4,2,4,2,2,0,6,2,6,2,0,2,0,0,0,0,2,0,6,0,0
1734,45-54,Male,Professional certificate/ diploma,UK,White,15,21,9,23,25,1,1,5,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0
1735,45-54,Female,Professional certificate/ diploma,UK,White,14,28,16,29,33,4,6,5,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,2,0,0
1736,25-34,Female,Masters degree,UK,White,4,25,4,35,36,3,4,5,0,0,0,6,2,5,0,0,0,0,0,1,1,0,0,0,0,0
1737,35-44,Male,Professional certificate/ diploma,UK,White,11,29,22,31,26,2,8,5,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0
1738,45-54,Male,Professional certificate/ diploma,UK,White,12,21,19,26,24,3,4,5,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0
1739,55-64,Female,Left school before 16 years,UK,White,22,24,15,29,28,2,4,5,0,0,1,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0
1740,25-34,Female,Professional certificate/ diploma,UK,White,26,23,17,25,24,2,2,4,0,2,0,3,2,4,0,0,0,0,0,0,0,0,0,2,0,0
1741,45-54,Female,University degree,UK,White,15,25,16,22,31,1,0,6,0,0,1,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0
1742,25-34,Female,University degree,USA,White,38,27,26,12,24,1,2,5,0,0,6,6,6,6,0,0,3,0,2,0,4,0,2,4,0,0
1743,35-44,Male,University degree,UK,White,10,28,27,19,20,5,8,5,2,1,0,6,2,6,2,0,2,0,0,0,2,0,2,2,0,1
1744,35-44,Female,Masters degree,UK,White,18,26,16,21,30,3,3,5,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0
1745,55-64,Female,"Some college or university, no certificate or degree",UK,White,19,16,10,26,24,2,4,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0
1746,25-34,Female,Left school at 16 years,UK,White,8,29,13,36,37,1,3,4,0,0,6,6,0,5,0,0,0,0,0,0,0,0,0,6,0,0
1747,35-44,Female,Masters degree,UK,Black,21,19,16,24,25,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1748,45-54,Female,"Some college or university, no certificate or degree",UK,White,25,28,23,32,23,4,5,6,0,0,2,6,0,5,0,0,0,0,0,0,0,0,0,1,0,0
1749,18-24,Male,University degree,USA,White,37,18,34,40,18,6,10,5,6,0,6,2,6,6,0,0,3,0,3,2,3,2,3,6,0,1
1750,25-34,Female,Left school at 17 years,USA,White,46,20,17,10,8,6,5,5,6,0,5,6,3,5,2,0,1,0,0,0,1,5,1,6,0,0
1751,45-54,Male,Left school at 16 years,UK,White,21,26,14,19,27,3,5,5,0,0,2,6,0,5,0,0,0,0,0,0,0,0,0,2,0,0
1752,25-34,Female,University degree,USA,White,42,27,29,16,19,7,9,5,6,0,6,6,6,5,0,0,0,0,0,3,0,0,0,2,0,0
1753,25-34,Male,University degree,UK,White,17,29,15,35,31,5,4,5,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,2,0,0
1754,25-34,Female,Professional certificate/ diploma,UK,White,22,33,20,24,21,6,6,6,1,1,2,6,2,6,2,0,1,0,0,0,0,2,0,2,0,0
1755,18-24,Male,"Some college or university, no certificate or degree",USA,White,14,24,23,7,12,6,10,4,0,0,0,6,6,6,0,0,4,0,0,0,0,3,0,5,0,0
1756,18-24,Female,Left school at 18 years,USA,White,34,32,33,20,31,5,8,5,0,0,0,6,6,6,0,0,0,0,0,5,0,2,3,6,0,0
1757,18-24,Male,Left school at 18 years,USA,White,31,23,29,27,11,5,7,5,3,3,3,6,6,5,2,3,3,0,0,5,2,3,3,6,0,2
1758,35-44,Male,Professional certificate/ diploma,UK,White,34,20,3,21,29,1,0,6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,2,0,0
1759,45-54,Male,Masters degree,Australia,White,15,20,21,18,31,8,7,3,6,1,2,6,3,5,4,0,4,3,0,0,4,0,0,2,0,0
1760,35-44,Male,Masters degree,Other,White,21,10,20,21,26,3,1,5,0,0,0,5,5,5,0,0,0,0,0,0,0,0,0,3,0,0
1761,45-54,Female,Professional certificate/ diploma,UK,White,18,25,21,14,30,4,5,5,0,0,0,6,1,5,0,0,0,0,0,0,0,3,0,1,0,0
1762,35-44,Female,Professional certificate/ diploma,UK,White,21,19,19,21,29,6,7,5,0,0,0,6,2,6,0,0,0,0,0,0,0,0,0,1,0,0
1763,18-24,Male,"Some college or university, no certificate or degree",USA,White,29,15,20,8,13,2,8,4,0,0,0,6,6,4,0,0,3,0,0,4,3,0,4,6,0,0
1764,18-24,Female,University degree,Other,White,16,15,31,25,39,3,9,4,3,2,3,3,4,4,0,0,4,0,3,3,3,3,2,3,0,2
1765,35-44,Male,Left school at 16 years,UK,White,33,21,21,25,17,6,9,5,4,1,4,6,5,6,3,4,2,4,0,3,1,6,2,1,0,1
1766,25-34,Female,"Some college or university, no certificate or degree",USA,White,29,35,29,21,30,2,9,4,5,0,4,6,5,6,3,2,3,3,0,4,3,4,3,6,0,1
1767,25-34,Female,University degree,USA,White,32,14,28,38,26,2,4,5,0,0,0,6,5,6,0,0,0,0,0,0,0,0,5,0,0,0
1768,18-24,Male,"Some college or university, no certificate or degree",USA,White,27,9,21,31,38,1,4,3,3,0,0,6,6,6,0,0,0,0,0,3,3,0,4,6,0,0
1769,25-34,Female,"Some college or university, no certificate or degree",Other,White,33,16,28,23,19,3,3,5,2,0,0,6,5,5,2,0,2,0,0,2,3,0,2,5,0,0
1770,35-44,Female,Professional certificate/ diploma,UK,White,16,26,12,27,24,2,5,5,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
1771,25-34,Male,University degree,USA,White,19,29,20,26,24,6,10,5,2,0,4,6,4,5,3,0,2,0,2,3,2,4,3,4,0,1
1772,55-64,Male,"Some college or university, no certificate or degree",USA,White,21,13,19,14,30,5,3,2,1,1,1,6,1,6,1,0,1,0,0,0,1,6,1,1,0,0
1773,18-24,Male,Left school at 18 years,USA,Mixed-White/Black,20,31,27,23,20,5,9,4,3,0,3,6,6,6,0,0,3,0,4,3,6,3,3,3,1,3
1774,25-34,Female,Masters degree,USA,White,33,27,17,15,18,6,10,6,6,2,6,5,6,4,5,3,4,3,3,0,3,4,3,6,0,2
1775,18-24,Female,Left school at 18 years,Republic of Ireland,White,32,20,23,26,16,2,7,0,0,0,0,6,6,6,0,0,0,4,0,3,0,6,0,3,0,6
1776,18-24,Male,"Some college or university, no certificate or degree",USA,White,15,26,23,26,27,2,4,4,0,0,0,4,3,5,0,0,5,0,0,2,3,0,3,4,0,0
1777,18-24,Female,University degree,USA,White,32,15,29,25,31,6,10,5,0,0,5,6,6,6,5,0,3,0,0,3,2,5,2,3,0,3
1778,45-54,Female,Left school at 16 years,UK,White,34,18,8,21,17,8,10,1,4,4,6,5,2,5,2,2,3,1,1,6,1,3,1,6,0,1
1779,18-24,Female,University degree,USA,White,23,25,20,6,29,6,8,5,0,0,0,5,3,6,0,0,0,0,0,0,3,0,4,3,0,0
1780,45-54,Male,"Some college or university, no certificate or degree",USA,White,21,23,22,25,22,6,9,2,2,1,3,6,2,6,1,1,0,1,0,0,1,6,1,6,0,0
1781,18-24,Female,University degree,USA,White,37,18,5,14,16,4,7,5,2,2,3,6,3,5,5,0,4,6,0,0,0,5,0,6,0,2
1782,18-24,Male,Left school at 18 years,Canada,White,11,19,9,12,32,2,6,5,0,0,0,3,2,4,0,0,0,0,0,0,0,0,0,1,0,0
1783,25-34,Female,Left school at 17 years,UK,White,20,26,25,26,32,6,7,5,2,0,0,6,5,5,2,0,2,0,0,1,0,0,0,4,0,0
1784,25-34,Female,"Some college or university, no certificate or degree",UK,Mixed-White/Black,36,17,14,16,17,7,10,5,3,5,3,6,0,5,6,0,3,0,3,0,0,0,2,0,0,0
1785,18-24,Male,"Some college or university, no certificate or degree",USA,Black,34,15,17,22,14,4,7,5,0,0,0,4,5,6,5,0,3,0,0,4,0,0,0,5,0,0
1786,25-34,Female,Masters degree,UK,White,22,19,17,26,26,1,1,5,0,0,0,6,3,5,0,0,0,0,0,0,0,0,0,6,0,0
1787,18-24,Male,"Some college or university, no certificate or degree",USA,White,17,41,31,23,18,5,9,6,0,0,0,5,6,6,4,0,4,0,5,4,5,0,3,6,0,3
1788,18-24,Male,University degree,USA,White,29,16,21,28,19,3,9,4,0,0,0,5,3,5,0,0,3,0,0,3,3,0,3,0,0,0
1789,45-54,Female,University degree,Other,White,20,15,19,19,28,2,4,6,1,1,0,6,1,4,2,0,2,0,0,0,2,0,2,0,0,0
1790,18-24,Male,"Some college or university, no certificate or degree",USA,White,24,22,33,16,12,8,10,5,6,0,0,6,6,6,0,0,0,0,0,4,0,0,4,5,0,0
1791,18-24,Male,Left school at 17 years,USA,White,25,25,23,15,21,8,6,3,2,0,2,6,5,5,2,0,2,2,0,3,2,3,2,6,0,3
1792,35-44,Female,Doctorate degree,USA,White,21,22,25,24,37,1,1,4,2,1,3,6,2,3,3,0,2,2,2,0,2,5,2,3,0,0
1793,18-24,Male,University degree,USA,White,30,12,31,19,39,4,9,6,3,0,0,4,6,4,0,2,0,0,2,3,3,4,4,4,0,0
1794,18-24,Male,"Some college or university, no certificate or degree",USA,White,19,22,24,34,20,2,3,4,5,0,3,6,6,4,0,0,4,0,0,3,5,3,3,6,0,2
1795,18-24,Female,"Some college or university, no certificate or degree",USA,White,32,10,34,24,18,8,9,0,0,0,0,6,5,6,0,0,0,0,0,0,4,0,0,5,0,0
1796,25-34,Male,University degree,Other,White,24,27,27,20,29,4,9,6,6,4,5,6,6,5,4,3,3,2,3,6,4,4,5,6,0,1
1797,35-44,Female,Left school at 16 years,UK,White,31,19,5,18,9,3,4,2,6,1,3,6,6,5,2,2,1,0,0,0,1,0,1,6,0,0
1798,18-24,Male,"Some college or university, no certificate or degree",USA,White,27,22,31,25,12,7,8,6,0,0,0,4,3,6,0,0,0,0,0,3,0,0,0,6,0,0
1799,18-24,Male,University degree,USA,White,38,12,20,9,18,6,8,3,6,0,4,4,3,4,0,0,0,0,0,0,0,3,0,3,0,0
1800,55-64,Male,Masters degree,UK,White,18,34,6,16,34,6,7,5,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,3,0,0
1801,45-54,Male,"Some college or university, no certificate or degree",USA,White,44,14,20,6,2,3,9,2,1,0,3,6,1,4,1,0,0,0,0,0,1,6,1,0,0,1
1802,25-34,Male,Doctorate degree,USA,White,29,33,34,31,35,5,10,6,0,0,4,6,6,5,3,0,3,0,0,2,3,3,0,6,0,0
1803,18-24,Male,Masters degree,USA,Other,16,26,29,30,25,7,7,4,3,0,3,6,6,6,0,0,2,0,0,0,2,0,2,4,0,0
1804,18-24,Male,"Some college or university, no certificate or degree",USA,White,22,34,27,25,16,6,8,6,0,0,4,6,4,6,0,0,4,2,3,4,6,3,5,6,0,2
1805,18-24,Male,Professional certificate/ diploma,USA,Other,28,22,29,31,19,5,6,4,0,0,0,3,4,3,0,0,0,0,0,2,3,0,0,0,0,0
1806,18-24,Male,"Some college or university, no certificate or degree",USA,White,32,19,26,26,20,5,9,5,0,0,0,4,5,4,0,0,0,0,0,3,3,0,5,3,0,0
1807,35-44,Female,Professional certificate/ diploma,USA,White,24,17,14,22,15,5,2,4,5,0,2,6,6,5,2,0,0,0,0,0,1,0,0,0,0,0
1808,35-44,Male,University degree,USA,Other,22,16,28,19,11,5,9,5,2,1,2,6,6,5,4,1,5,2,5,5,2,2,3,5,0,1
1809,18-24,Female,Masters degree,UK,Black,28,17,16,24,21,1,1,4,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0
1810,18-24,Female,Left school at 17 years,USA,White,36,30,27,13,25,6,10,4,3,0,2,6,6,3,5,2,4,2,1,4,1,0,1,6,1,2
1811,18-24,Male,University degree,USA,White,18,14,27,15,30,5,10,6,0,0,2,6,6,6,2,0,3,2,0,3,3,3,2,3,0,0
1812,18-24,Male,"Some college or university, no certificate or degree",USA,White,10,17,27,23,37,2,5,6,6,0,0,6,6,4,0,0,3,0,0,6,3,0,0,3,0,0
1813,25-34,Female,Left school at 18 years,Other,White,37,22,23,14,14,6,10,4,1,0,6,6,2,6,2,0,2,2,2,2,2,0,2,2,0,0
1814,25-34,Male,University degree,Other,Asian,17,27,21,22,20,7,9,4,1,1,1,5,1,6,1,1,1,1,3,1,1,0,1,6,0,1
1815,35-44,Female,University degree,Canada,White,33,18,33,20,33,4,9,2,0,0,0,5,6,5,2,0,0,0,0,0,1,0,4,2,0,0
1816,18-24,Female,Masters degree,UK,White,25,25,13,33,30,2,2,6,2,2,2,6,3,5,2,0,3,0,3,2,2,0,2,5,0,0
1817,45-54,Male,University degree,UK,White,8,23,21,18,23,5,7,5,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,1,0,0
1818,18-24,Female,"Some college or university, no certificate or degree",USA,Other,23,14,22,30,26,6,8,4,2,0,2,5,6,4,2,2,2,0,0,3,0,2,0,4,0,2
1819,25-34,Female,University degree,USA,White,25,27,24,19,23,8,8,5,0,0,2,5,6,5,2,0,4,0,3,0,3,0,5,3,0,0
1820,18-24,Male,Masters degree,USA,White,2,38,28,25,33,3,9,6,3,2,3,6,5,6,2,0,5,0,0,3,5,2,3,6,0,2
1821,18-24,Male,"Some college or university, no certificate or degree",USA,White,39,8,29,19,3,8,5,2,0,0,2,6,6,6,0,0,0,0,0,0,0,0,0,2,0,0
1822,45-54,Female,"Some college or university, no certificate or degree",USA,White,37,22,23,26,19,8,4,3,0,0,0,6,4,6,1,0,0,0,0,0,1,0,1,3,0,0
1823,18-24,Male,"Some college or university, no certificate or degree",USA,White,16,25,31,16,18,3,7,3,3,0,3,5,6,5,3,0,3,0,3,5,3,0,3,0,0,0
1824,18-24,Female,"Some college or university, no certificate or degree",USA,White,36,14,27,21,6,6,5,4,2,2,2,6,3,4,0,0,2,0,0,2,2,2,2,2,0,0
1825,25-34,Male,University degree,UK,Asian,19,12,16,21,21,5,7,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
1826,18-24,Male,University degree,USA,White,24,15,21,14,24,3,3,5,5,0,2,6,6,5,2,0,5,0,4,2,3,3,3,3,0,0
1827,18-24,Female,University degree,USA,White,26,21,26,31,24,6,6,4,0,0,2,5,6,5,2,0,0,0,0,2,3,0,3,5,2,0
1828,25-34,Female,University degree,USA,White,14,12,21,25,26,3,8,4,1,0,2,6,5,5,2,1,0,0,0,2,1,2,2,6,0,1
1829,25-34,Female,Masters degree,USA,White,20,30,23,6,23,6,9,5,3,0,6,6,6,4,4,0,5,0,0,3,0,0,5,2,0,0
1830,25-34,Female,University degree,USA,Other,32,11,18,13,15,1,2,2,1,0,6,1,5,3,1,1,0,1,0,0,1,3,0,1,0,0
1831,25-34,Female,University degree,Australia,White,25,5,22,16,17,2,4,6,2,0,3,5,3,4,3,0,5,2,5,4,2,5,3,4,0,0
1832,18-24,Male,Left school at 18 years,Other,White,26,23,23,17,9,4,9,6,0,0,0,5,6,4,0,0,3,0,0,2,3,3,3,3,0,1
1833,18-24,Male,University degree,USA,Other,2,35,26,25,37,2,6,5,0,0,0,6,6,5,0,0,0,0,0,0,0,0,0,2,0,0
1834,35-44,Female,University degree,USA,White,20,15,22,21,32,3,5,6,1,0,2,6,6,5,1,0,2,0,0,3,1,0,2,1,0,1
1835,25-34,Male,"Some college or university, no certificate or degree",USA,White,17,27,17,20,26,6,7,6,0,0,0,6,6,5,1,2,2,0,0,1,2,1,2,1,0,1
1836,45-54,Male,University degree,USA,White,30,17,20,20,12,7,8,3,2,2,5,6,2,6,2,1,0,2,0,0,1,0,1,3,0,0
1837,35-44,Female,Professional certificate/ diploma,USA,White,42,9,26,25,10,6,2,2,6,0,2,2,6,6,1,0,1,0,0,0,0,0,1,6,0,0
1838,35-44,Female,"Some college or university, no certificate or degree",USA,White,27,12,23,28,22,3,8,3,6,0,6,6,5,5,1,0,2,0,0,3,1,5,1,6,0,1
1839,35-44,Female,Professional certificate/ diploma,USA,White,23,17,20,27,26,1,0,6,2,0,0,6,6,0,2,1,2,0,0,0,1,0,1,6,0,1
1840,25-34,Female,Professional certificate/ diploma,Australia,White,10,29,31,32,26,7,10,4,1,0,2,6,5,5,2,1,2,1,2,3,3,0,3,3,0,0
1841,55-64,Female,University degree,USA,White,28,27,23,32,23,6,4,2,2,0,2,5,2,5,2,2,1,2,0,0,1,2,1,2,0,0
1842,18-24,Male,"Some college or university, no certificate or degree",Other,White,25,20,29,21,15,7,9,5,0,0,0,5,6,6,0,0,0,0,0,3,3,0,0,5,0,0
1843,25-34,Male,University degree,USA,Other,35,22,28,9,30,5,4,4,0,0,2,5,6,6,0,0,0,0,0,0,0,0,0,1,0,0
1844,45-54,Male,Doctorate degree,UK,White,21,17,20,12,23,3,4,5,1,1,2,6,2,5,2,1,2,1,1,2,1,1,1,6,0,1
1845,18-24,Male,"Some college or university, no certificate or degree",USA,White,18,26,32,31,27,4,8,6,3,0,3,6,5,5,3,0,0,0,0,3,3,2,0,3,0,2
1846,45-54,Male,University degree,USA,White,23,27,24,28,32,3,6,5,1,0,6,6,5,6,1,1,0,0,0,0,1,0,1,1,0,0
1847,18-24,Male,"Some college or university, no certificate or degree",USA,White,12,31,26,30,31,6,7,5,0,0,0,5,3,4,0,0,0,0,0,2,3,0,3,4,0,0
1848,18-24,Female,University degree,USA,White,39,16,28,17,13,9,10,6,4,0,5,5,6,6,4,0,3,0,3,6,3,5,3,6,0,0
1849,18-24,Female,"Some college or university, no certificate or degree",Canada,White,30,16,23,27,31,8,9,3,6,0,2,6,6,5,3,2,6,4,0,3,0,0,3,6,0,0
